run_id,arm,device,scenario,concurrency,run_duration_s,num_requests,num_completed,num_errors,error_rate,requests_per_s,output_tok_s,total_tok_s,ttft_p50_ms,ttft_p95_ms,ttft_p99_ms,tpot_p50_ms,tpot_p99_ms,tpot_max_ms,e2e_p50_ms,e2e_p99_ms,input_tokens_mean,output_tokens_mean,time_unit,source,running_batch_mean,preemptions,engine_steps,sm_mhz_mean
20260920T013150,miniserve,NVIDIA L40S,"D(1024,256)",256,120.691,1792,1792,0,0,14.848,2850.8,14128.3,267.043,398.564,468.828,61.785,62.716,62.832,16024.986,16264.1,1012.724,256.0,ms,D1024_256_text-to-text_num_concurrency_256_time_120s.json,248.45,0,1926,2484.59
20260920T013457,sglang,NVIDIA L40S,"D(1024,256)",256,122.381,1792,1792,0,0,14.643,2811.4,13933.0,1970.747,2663.03,2823.792,55.594,60.342,60.858,16042.73,17502.025,1012.703,256.0,ms,D1024_256_text-to-text_num_concurrency_256_time_120s.json,,,,2448.26
