run_id,run,arm,workload,arrival_rate,requests,prompt_len,output_len,kv_pool_tokens,ttft_p50_ms,ttft_p95_ms,itl_p50_ms,itl_p99_ms,output_tok_s,span_s,prefill_tokens_computed,hit_rate,cached_tokens,preemptions,prefill_steps,decode_steps,mean_decode_batch,sm_mhz_mean,git_commit
20260919T081412,0,radix_on,shared,0.0,64,1088,64,32768,1184.5,1184.5,28.81,31.93,1359.4,3.013,17408,0.75,52224,0,3,63,64.0,2520.0,a6e18cfeb138
20260919T081412,1,radix_off,shared,0.0,64,1088,64,32768,4599.7,8710.19,29.47,622.84,389.5,10.517,71844,0.0,0,2,12,189,21.32,2520.0,a6e18cfeb138
