run_id,run,arm,workload,arrival_rate,requests,prompt_tokens,output_tokens,kv_pool_tokens,ttft_p50_ms,ttft_p95_ms,ttft_long_p50_ms,ttft_short_p50_ms,itl_p50_ms,itl_p99_ms,itl_max_ms,output_tok_s,span_s,prefill_tokens_computed,hit_rate,cached_tokens,preemptions,prefill_steps,decode_steps,mixed_steps,chunked_prefill_size,mean_decode_batch,decode_step_ms,mixed_step_ms,cuda_graph,sm_mhz_mean,git_commit
20260919T182811,0,graph_on,unique,0.0,64,69632,4096,32768,3497.84,6731.31,,3497.84,24.43,130.99,595.89,532.1,7.697,71780,0.0,64,2,1,158,38,2048,20.39,19.66,117.61,True,2520.0,83fed097e0e6
20260919T182811,1,graph_off,unique,0.0,64,69632,4096,32768,3836.18,7413.35,,3836.18,31.28,132.13,741.97,429.2,9.544,71780,0.0,64,2,1,158,38,2048,20.39,31.23,118.07,False,2520.0,83fed097e0e6
