run_id,run,arm,workload,arrival_rate,requests,prompt_tokens,output_tokens,kv_pool_tokens,ttft_p50_ms,ttft_p95_ms,ttft_long_p50_ms,ttft_short_p50_ms,itl_p50_ms,itl_p99_ms,itl_max_ms,output_tok_s,span_s,prefill_tokens_computed,hit_rate,cached_tokens,preemptions,prefill_steps,decode_steps,mixed_steps,chunked_prefill_size,mean_decode_batch,decode_step_ms,mixed_step_ms,cuda_graph,overlap,sm_mhz_mean,git_commit
20260919T192806,0,overlap_on,unique,0.0,64,69632,4096,32768,3492.13,6661.28,,3492.13,23.85,128.21,648.62,543.1,7.542,71779,0.0,64,2,1,160,38,2048,20.37,19.7,111.15,True,True,2520.0,d05961d4e667
20260919T192806,1,overlap_off,unique,0.0,64,69632,4096,32768,3548.74,6792.73,,3548.74,24.7,132.37,630.04,527.6,7.763,71780,0.0,64,2,1,158,38,2048,20.39,19.8,118.6,True,False,2520.0,d05961d4e667
