run_id,run,arm,workload,requests,prompt_tokens,output_tokens,kv_pool_tokens,ttft_p50_ms,ttft_p95_ms,e2e_mean_ms,e2e_p99_ms,itl_p50_ms,itl_p99_ms,itl_max_ms,output_tok_s,span_s,blueprint_commit,git_commit,sm_mhz_mean
20260921T015309,0,minisgl,mixed,256,45056,15360,32768,1001.22,3204.89,2895.3,7101.6,18.69,290.56,684.14,2162.9,7.102,9a91cfafe754,67eccda92d7a,2505.0
20260921T015309,1,minisgl,mixed,256,45056,15360,32768,706.9,2911.1,2601.1,6806.2,18.81,247.59,623.8,2256.8,6.806,9a91cfafe754,67eccda92d7a,2506.0
20260921T015309,2,minisgl,mixed,256,45056,15360,32768,707.15,2911.98,2601.5,6808.9,18.75,247.82,623.54,2255.9,6.809,9a91cfafe754,67eccda92d7a,2505.0
20260921T015421,0,minisgl,mixed,256,45056,15360,32768,1001.17,3205.12,2895.1,7100.4,18.87,290.15,684.76,2163.2,7.1,9a91cfafe754,67eccda92d7a,2505.0
20260921T015421,1,minisgl,mixed,256,45056,15360,32768,706.6,2910.85,2600.9,6809.6,18.26,249.19,623.36,2255.6,6.81,9a91cfafe754,67eccda92d7a,2506.0
20260921T015421,2,minisgl,mixed,256,45056,15360,32768,707.49,2913.32,2602.5,6811.0,18.62,249.07,624.46,2255.2,6.811,9a91cfafe754,67eccda92d7a,2506.07
