run_id,run,arm,workload,arrival_rate,requests,prompt_tokens,output_tokens,kv_pool_tokens,ttft_p50_ms,ttft_p95_ms,ttft_long_p50_ms,ttft_short_p50_ms,e2e_mean_ms,e2e_p99_ms,e2e_short_mean_ms,e2e_long_p99_ms,itl_p50_ms,itl_p99_ms,itl_max_ms,output_tok_s,span_s,prefill_tokens_computed,hit_rate,cached_tokens,preemptions,prefill_steps,decode_steps,mixed_steps,chunked_prefill_size,mean_decode_batch,decode_step_ms,mixed_step_ms,cuda_graph,overlap,schedule_policy,block_backend,target_model,draft_model,spec_gamma,spec_alpha,spec_tokens_per_round,sm_mhz_mean,git_commit
20260921T050815,0,default,unique,0.0,64,18432,4096,4096,5303.16,10305.35,,5303.16,6447.4,11457.6,6447.4,,17.93,30.72,107.02,357.2,11.468,18432,0.0,0,0,8,504,8,2048,7.89,19.22,30.8,True,True,fcfs,python,1.7B,,0,,,2520.0,b9c0375d8447
20260921T050815,1,default,unique,0.0,64,18432,4096,4096,5303.83,10305.03,,5303.83,6448.7,11462.9,6448.7,,17.93,30.69,107.85,357.0,11.473,18432,0.0,0,0,8,504,8,2048,7.89,19.24,30.61,True,True,fcfs,python,1.7B,,0,,,2517.39,b9c0375d8447
20260921T050902,0,default,unique,0.0,8,2304,512,4096,270.59,289.59,,270.59,1414.8,1427.8,1414.8,,17.9,29.23,29.23,358.3,1.429,2304,0.0,0,0,1,63,1,2048,7.89,17.91,29.2,True,True,fcfs,python,1.7B,,0,,,2505.0,b9c0375d8447
20260921T050902,1,default,unique,0.0,8,2304,512,4096,270.77,289.8,,270.77,1421.6,1434.6,1421.6,,17.91,29.28,29.28,356.6,1.436,2304,0.0,0,0,1,63,1,2048,7.89,18.01,29.26,True,True,fcfs,python,1.7B,,0,,,2505.0,b9c0375d8447
