run_id,run,arm,workload,requests,prompt_tokens,kv_pool_tokens,ttft_p50_ms,ttft_p95_ms,e2e_mean_ms,e2e_p99_ms,itl_p50_ms,itl_p99_ms,itl_max_ms,output_tok_s,span_s,output_tokens,blueprint_commit,git_commit,sm_mhz_mean
20260922T061432,0,minisgl,chat,512,10552,32768,2207.01,4551.26,2827.2,5325.7,9.96,21.99,22.25,4458.8,5.384,24008,9a91cfafe754,a62575e5b079,2520.0
20260922T061432,1,minisgl,chat,512,10552,32768,2207.9,4554.17,2828.6,5325.0,10.01,22.17,22.64,4459.2,5.384,24008,9a91cfafe754,a62575e5b079,2520.0
20260922T061432,2,minisgl,chat,512,10552,32768,2207.85,4559.32,2830.1,5332.5,10.24,22.0,22.35,4454.4,5.39,24008,9a91cfafe754,a62575e5b079,2520.0
20260922T061535,0,minisgl,chat,512,10552,32768,2216.43,4566.02,2836.8,5337.5,10.24,21.77,22.31,4448.8,5.396,24008,9a91cfafe754,a62575e5b079,2520.0
20260922T061535,1,minisgl,chat,512,10552,32768,2214.88,4567.41,2838.0,5340.7,10.34,21.82,23.06,4446.4,5.399,24008,9a91cfafe754,a62575e5b079,2520.0
20260922T061535,2,minisgl,chat,512,10552,32768,2213.04,4565.81,2836.3,5340.0,10.19,21.88,22.36,4447.0,5.399,24008,9a91cfafe754,a62575e5b079,2520.0
