run_id,run,arm,workload,arrival_rate,requests,prompt_tokens,output_tokens,kv_pool_tokens,ttft_p50_ms,ttft_p95_ms,ttft_long_p50_ms,ttft_short_p50_ms,itl_p50_ms,itl_p99_ms,itl_max_ms,output_tok_s,span_s,prefill_tokens_computed,hit_rate,cached_tokens,preemptions,prefill_steps,decode_steps,mixed_steps,chunked_prefill_size,mean_decode_batch,decode_step_ms,mixed_step_ms,cuda_graph,overlap,sm_mhz_mean,git_commit
20260919T192712,0,overlap_on,unique,0.0,4,4352,1024,32768,234.26,253.91,,234.26,18.7,20.85,80.89,203.4,5.033,4352,0.0,0,0,1,255,2,2048,3.98,18.71,51.99,False,True,2520.0,d05961d4e667
20260919T192712,1,overlap_off,unique,0.0,4,4352,1024,32768,226.68,250.48,,226.68,20.04,22.64,113.11,189.8,5.395,4352,0.0,0,0,1,255,2,2048,3.98,20.14,70.53,False,False,2520.0,d05961d4e667
20260919T192712,2,overlap_off,unique,0.0,4,4352,1024,32768,226.45,250.31,,226.45,20.02,22.09,113.31,189.8,5.395,4352,0.0,0,0,1,255,2,2048,3.98,20.14,70.67,False,False,2520.0,d05961d4e667
20260919T192712,3,overlap_on,unique,0.0,4,4352,1024,32768,235.51,255.02,,235.51,18.63,21.22,81.4,204.1,5.018,4352,0.0,0,0,1,255,2,2048,3.98,18.65,52.16,False,True,2520.0,d05961d4e667
20260919T192712,4,overlap_on,unique,0.0,4,4352,1024,32768,235.06,254.97,,235.06,18.7,21.65,81.0,202.5,5.056,4352,0.0,0,0,1,255,2,2048,3.98,18.8,52.19,False,True,2520.0,d05961d4e667
20260919T192712,5,overlap_off,unique,0.0,4,4352,1024,32768,227.02,251.18,,227.02,19.92,22.86,114.09,191.0,5.362,4352,0.0,0,0,1,255,2,2048,3.98,20.01,71.23,False,False,2520.0,d05961d4e667
