run_id,run,arm,workload,arrival_rate,requests,prompt_tokens,output_tokens,kv_pool_tokens,ttft_p50_ms,ttft_p95_ms,ttft_long_p50_ms,ttft_short_p50_ms,e2e_mean_ms,e2e_p99_ms,e2e_short_mean_ms,e2e_long_p99_ms,itl_p50_ms,itl_p99_ms,itl_max_ms,output_tok_s,span_s,prefill_tokens_computed,hit_rate,cached_tokens,preemptions,prefill_steps,decode_steps,mixed_steps,chunked_prefill_size,mean_decode_batch,decode_step_ms,mixed_step_ms,cuda_graph,overlap,schedule_policy,block_backend,target_model,draft_model,spec_gamma,spec_alpha,spec_tokens_per_round,sm_mhz_mean,git_commit
20260922T061809,0,default,chat,0.0,512,10552,23723,32768,473.82,2281.31,,473.82,2212.9,3681.6,2212.9,,31.12,39.18,39.18,6238.3,3.803,10552,0.0,0,0,1,115,55,8192,86.06,14.11,33.23,True,True,fcfs,python,0.6B,,0,,,2520.0,07f773ac1e4d
20260922T061809,1,default,chat,0.0,512,10552,23723,32768,474.12,2277.68,,474.12,2209.9,3678.0,2209.9,,31.18,38.49,38.49,6243.8,3.799,10552,0.0,0,0,1,115,55,8192,86.06,14.12,33.16,True,True,fcfs,python,0.6B,,0,,,2520.0,07f773ac1e4d
20260922T061809,2,default,chat,0.0,512,10552,23723,32768,473.47,2276.66,,473.47,2208.2,3673.8,2208.2,,31.08,38.79,38.79,6251.8,3.795,10552,0.0,0,0,1,115,55,8192,86.06,14.08,33.16,True,True,fcfs,python,0.6B,,0,,,2520.0,07f773ac1e4d
20260922T062056,0,default,chat,0.0,512,10552,23723,32768,475.01,2279.67,,475.01,2212.1,3679.1,2212.1,,31.33,38.71,38.71,6242.4,3.8,10552,0.0,0,0,1,115,55,8192,86.06,14.1,33.2,True,True,fcfs,python,0.6B,,0,,,2520.0,07f773ac1e4d
20260922T062056,1,default,chat,0.0,512,10552,23723,32768,474.26,2285.67,,474.26,2216.4,3685.3,2216.4,,31.3,39.04,39.04,6232.8,3.806,10552,0.0,0,0,1,115,55,8192,86.06,14.1,33.31,True,True,fcfs,python,0.6B,,0,,,2520.0,07f773ac1e4d
20260922T062056,2,default,chat,0.0,512,10552,23723,32768,474.06,2287.5,,474.06,2217.7,3687.7,2217.7,,31.48,38.98,38.98,6228.2,3.809,10552,0.0,0,0,1,115,55,8192,86.06,14.1,33.34,True,True,fcfs,python,0.6B,,0,,,2520.0,07f773ac1e4d
